Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
gulf-bridge-international-cable-system-gbicsmiddle-east-north-africa-mena-cable-system,Gulf Bridge International (GBI),Telecom Egypt,4919,"https://www.infrapedia.com/subsea-cable/gulf-bridge-international-gbi-cable-systemmiddle-east-north-africa-cable-system-mena, https://www.submarinenetworks.com/en/systems/asia-europe-africa/gbi, https://www.submarinenetworks.com/en/systems/asia-europe-africa/mena",middle-east-north-africa-mena-cable-systemgulf-bridge-international,"Al Daayen, Qatar","Al Faw, Iraq","Al Hidd, Bahrain","Al Khobar, Saudi Arabia","Al Seeb, Oman","Bushehr, Iran","Fujairah, United Arab Emirates","Kuwait City, Kuwait","Mumbai, India",,,,,,,,,,,,,,"Mumbai, India; Al Daayen, Qatar",,,"[Mumbai, India; Al Daayen, Qatar]; Al Seeb, Oman",,,"[Mumbai, India; Al Daayen, Qatar]; Fujairah, United Arab Emirates",,"Al Daayen, Qatar; Kuwait City, Kuwait",,,"[Al Daayen, Qatar; Kuwait City, Kuwait]; Al Khobar, Saudi Arabia",,,"[Al Daayen, Qatar; Kuwait City, Kuwait]; Al Hidd, Bahrain",,,"Fujairah, United Arab Emirates; Al Faw, Iraq",,,"[Fujairah, United Arab Emirates; Al Faw, Iraq]; Bushehr, Iran",,,"[Fujairah, United Arab Emirates; Al Faw, Iraq]; [Al Daayen, Qatar; Kuwait City, Kuwait]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gulf-of-california-cable,"Megacable Comunicaciones de Mexico, S.A. de C.V. (aka MCM Telecom)",,250,"https://www.infrapedia.com/subsea-cable/gulf-of-california-cable, https://www.submarinecablemap.com/submarine-cable/gulf-of-california-cable",-,"La Paz, Mexico","Topolobampo, Mexico",,,,,,,,,,,,,,,,,,,,,"La Paz, Mexico; Topolobampo, Mexico",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gulf-of-mexico-fiber-optic-network,Tampnet AS,,1200,"https://www.infrapedia.com/subsea-cable/gulf-of-mexico-fiber-optic-network, https://www.submarinecablemap.com/submarine-cable/gulf-of-mexico-fiber-optic-network",-,"Freeport, TX, US","Pascagoula, MS, US",,,,,,,,,,,,,,,,,,,,,"Freeport, TX, US; Pascagoula, MS, US",1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gulf2africa-g2a,"Golis Telecommunications, Omantel, Telesom",,1500,"https://www.infrapedia.com/subsea-cable/gulf2africa-g2a, https://www.submarinecablemap.com/submarine-cable/gulf2africa-g2a, https://www.submarinenetworks.com/en/systems/asia-europe-africa/g2a",-,"Berbera, Somalia","Bosaso, Somalia","Salalah, Oman",,,,,,,,,,,,,,,,,,,,"Berbera, Somalia; Salalah, Oman",,,"[Berbera, Somalia; Salalah, Oman]; Bosaso, Somalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hainan-to-hong-kong-express-h2he,China Mobile International,,675,"https://www.submarinecablemap.com/submarine-cable/hainan-to-hong-kong-express-h2he, https://www.infrapedia.com/subsea-cable/hainan-to-hong-kong-express-h2he",-,"Chung Hom Kok, China","Wenchang, China","Zhuhai, China",,,,,,,,,,,,,,,,,,,,"Wenchang, China; Chung Hom Kok, China",,,"[Wenchang, China; Chung Hom Kok, China]; Zhuhai, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hannibal-system,Tunisia Telecom,,178,"https://www.infrapedia.com/subsea-cable/hannibal-system, https://www.submarinecablemap.com/submarine-cable/hannibal-system",-,"Mazara del Vallo, Italy","Kelibia, Tunisia",,,,,,,,,,,,,,,,,,,,,"Mazara del Vallo, Italy; Kelibia, Tunisia",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hantru1-cable-system,"FSMTC (Federated States of Micronesia Telecommunications Corporation), Hannon Armstrong, MINTA (Marshall Islands National Telecommunications Authority)","US Military, FSMTC (Federated States of Micronesia Telecommunications Corporation), MINTA (Marshall Islands National Telecommunications Authority)",2917,"https://www.infrapedia.com/subsea-cable/hantru1-cable-system, https://www.submarinecablemap.com/submarine-cable/hantru1-cable-system, https://telco2.atlassian.net/wiki/spaces/PACPUB/pages/142016578/HANTRU-1",-,"Piti, Guam","Kwajalein, Marshall Islands","Majuro, Marshall Islands","Pohnpei, Micronesia",,,,,,,,,,,,,,,,,,,"Piti, Guam; Majuro, Marshall Islands",,,"[Piti, Guam; Majuro, Marshall Islands]; Kwajalein, Marshall Islands",,,"[Piti, Guam; Majuro, Marshall Islands]; Pohnpei, Micronesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
havfrueaec-2,"Aqua Comms, Bulk, Google, Meta",Zayo,7622,"https://cdn.prod.website-files.com/6705a869e8e1a9e7980f05cf/6707f054b8a076cca0fd8bf5_AEC2_Product_Sheet.pdf, https://www.submarinecablemap.com/submarine-cable/havfrueaec-2, https://www.infrapedia.com/subsea-cable/havfrueaeconnect-2aec-2, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook, https://www.submarinenetworks.com/en/systems/trans-atlantic/havfrue, https://bulkinfrastructure.com/fiber-networks/our-systems/havfrue",-,"Blaabjerg, Denmark","Kristiansand, Norway","Lecanvey, Ireland","Wall Township, NJ, US",,,,,,,,,,,,,,,,,,,"Wall Township, NJ, US; Blaabjerg, Denmark",,72.5,"[Wall Township, NJ, US; Blaabjerg, Denmark]; Kristiansand, Norway",,,"[Wall Township, NJ, US; Blaabjerg, Denmark]; Lecanvey, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
havhingstenceltixconnect-2-cc-2,"Aqua Comms, Bulk, Meta",Zayo,301,"https://www.submarinecablemap.com/submarine-cable/havhingstenceltixconnect-2-cc-2, https://www.infrapedia.com/subsea-cable/havhingstenceltixconnect-2-cc-2, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook, https://bulkinfrastructure.com/fiber-networks/our-systems/havhingsten",-,"Blackpool, United Kingdom","Loughshinny, Ireland","Port Erin, Isle of Man","Port Grenaugh, Isle of Man",,,,,,,,,,,,,,,,,,,"Blackpool, United Kingdom; Loughshinny, Ireland",,12,"[Blackpool, United Kingdom; Loughshinny, Ireland]; Port Erin, Isle of Man",,,"[Blackpool, United Kingdom; Loughshinny, Ireland]; Port Grenaugh, Isle of Man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
havhingstennorth-sea-connect-nsc,"Aqua Comms, Bulk, Meta",,661,"https://www.infrapedia.com/subsea-cable/havhingstennorth-sea-connect-nsc, https://www.submarinecablemap.com/submarine-cable/havhingstennorth-sea-connect-nsc, https://www.submarinenetworks.com/en/systems/intra-europe/cc-2/aqua-comms-activates-celtixconnect-2-and-north-sea-connect, https://bulkinfrastructure.com/fiber-networks/our-systems/havhingsten",-,"Houstrup, Denmark","Newcastle, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Houstrup, Denmark; Newcastle, United Kingdom",661,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
havsil,Bulk,Arelion,120,"https://www.infrapedia.com/subsea-cable/havsil, https://www.submarinecablemap.com/submarine-cable/havsil, https://bulkinfrastructure.com/fiber-networks/our-systems/havsil, https://www.arelion.com/about-us/press-releases/telia-carrier-rebrands-as-arelion, https://www.submarinenetworks.com/en/systems/intra-europe/havsil/installation-begins-on-bulk-s-havsil-express-route-between-europe-and-nordics",-,"Hanstholm, Denmark","Kristiansand, Norway",,,,,,,,,,,,,,,,,,,,,"Hanstholm, Denmark; Kristiansand, Norway",120,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawaiki,BW Digital,Amazon Web Services,15000,"https://www.infrapedia.com/subsea-cable/hawaiki, https://bw-group.com/newsroom/articles/2022/05/bw-digital-completes-acquisition-of-hawaiki-submarine-cable/, https://www.bw-digital.com/projects/hawaiki/",hawaiki-nui,"Kapolei, HI, United States","Mangawhai, New Zealand","Hillsboro, OR, United States","Pago Pago, American Samoa","Sydney, NSW, Australia",,,,,,,,,,,,,,,,,,"Hillsboro, OR, United States; Kapolei, HI, United States",4538,90,"Kapolei, HI, United States; Sydney, NSW, Australia",9002,178,"[Kapolei, HI, United States; Sydney, NSW, Australia]; Mangawhai, New Zealand",1364,"[Kapolei, HI, United States; Sydney, NSW, Australia]; Pago Pago, American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawaiki-nui,"Construction due to start 2025, expected RFS 2027",,,https://www.bw-digital.com/projects/hawaiki-nui/,hawaiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawk,"Global Cloud Xchange, FLAG Telecom, GCX","BSO Network Solutions, Tamares Telecom",3400,"https://www.infrapedia.com/subsea-cable/hawk, https://www.submarinecablemap.com/submarine-cable/hawk, https://www.submarinenetworks.com/en/systems/asia-europe-africa/hawk",falcon,"Alexandria, Egypt","Marseille, France","Yeroskipos, Cyprus",,,,,,,,,,,,,,,,,,,,"Marseille, France; Alexandria, Egypt",,,"[Marseille, France; Alexandria, Egypt]; Yeroskipos, Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdr1,Bell Canada,,,"https://wholesale.bell.ca/Portals/0/pdf/Bell_Network_Map_2024.pdf, https://www.submarinecablemap.com/submarine-cable/hdr1, https://www.semanticnet.net/subseacable/ekRz2rwmQvXwmAH0vkZp/hdr1",-,"Cape Ray, NL, Canada","Sydney Mines, NS, Canada",,,,,,,,,,,,,,,,,,,,,"Cape Ray, NL, Canada; Sydney Mines, NS, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdr2,Bell Canada,,,"https://wholesale.bell.ca/Portals/0/pdf/Bell_Network_Map_2024.pdf, https://www.submarinecablemap.com/submarine-cable/hdr2, https://www.semanticnet.net/subseacable/zUhpBQ7VwRj5ZsPztaVL/hdr2",-,"Aylesford, NS, Canada","Codroy, NL, Canada","Dingwall, NS, Canada","Saint John, NB, Canada",,,,,,,,,,,,,,,,,,,"Saint John, NB, Canada; Aylesford, NS, Canada",,,"Dingwall, NS, Canada; Codroy, NL, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hics-hawaii-inter-island-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hifn-hawaii-island-fibre-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-capacity-undersea-guernsey-optical-fibre-hugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hokkaido-akita-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hokkaido-sakhalin-cable-system-hscs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honotua,,,,https://en.wikipedia.org/wiki/Southern_Cross_Cable,southern-cross-cable-network-sccn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i2i-cable-network-i2icn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imewe,,"Sparkle, Tata Communications",,"https://www.globalbackbone.tisparkle.com/#, https://www.tatacommunications.com/map/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
india-asia-xpress-iax,"China Mobile, Reliance Jio Infocomm",,5791,"https://www.infrapedia.com/subsea-cable/india-asia-xpress-iax, https://www.submarinecablemap.com/submarine-cable/india-asia-xpress-iax, https://www.submarinenetworks.com/en/systems/intra-asia/iax?highlight=WyJpYXgiLCJvY20taWF4Il0=",IEX,"Chennai, India","Hulhumale, Maldives","Matara, Sri Lanka","Morib, MY","Mumbai, India","Satun, Thailand","Tuas, Singapore",,,,,,,,,,,,,,,,"Tuas, Singapore; Mumbai, India",,,"[Tuas, Singapore; Mumbai, India]; Morib, Malaysia",,,"[Tuas, Singapore; Mumbai, India]; Satun, Thailand",,"[Tuas, Singapore; Mumbai, India]; Chennai, India",,,"[Tuas, Singapore; Mumbai, India]; Matara, Sri Lanka",,,"[Tuas, Singapore; Mumbai, India]; Hulhumale, Maldives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
india-europe-xpress-iex,"China Mobile, Reliance Jio Infocomm",,9775,"https://www.infrapedia.com/subsea-cable/india-europe-xpress-iex, https://www.submarinecablemap.com/submarine-cable/india-europe-xpress-iex, https://www.submarinenetworks.com/en/systems/asia-europe-africa/iex?highlight=WyJpZXgiLCJhbGlleHByZXNzNzc3YWxpZXhwcmVzcyIsImlleCdzIl0=",IAX,"Djibouti City, Djibouti","Sidi Kerir, Egypt","Zafarana, Egypt","Marseille, France","Timpaki, Greece","Mumbai, India","Savona, Italy","Salalah, Oman","Jeddah, Saudi Arabia","Neom, Saudi Arabia","Yanbu, Saudi Arabia",,,,,,,,,,,,"Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Salalah, Oman",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Djibouti City, Djibouti",,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Jeddah, Saudi Arabia",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Yanbu, Saudi Arabia",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Neom, Saudi Arabia",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Timpaki, Greece",,,"[Mumbai, India; Zafarana, Egypt; Sidi Kerir, Egypt; Savona, Italy]; Marseille, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indigo-central,"Australia's Academic and Research Network (AARNET), Google, Indosat Ooredoo, Singtel Optus, Superloop",Global Secure Layer,4850,"https://www.submarinecablemap.com/submarine-cable/indigo-central, https://www.submarinenetworks.com/en/systems/asia-australia/indigo/indigo-central-cable-lands-in-sydney?highlight=WyJpbmRpZ28td2VzdCIsImluZGlnbyIsImluZGlnbydzIiwiY2VudHJhbCIsImNlbnRyYWxzZXJ2ZXJzNzg3IiwidXMtY2VudHJhbGl6ZWQiLCJjaGluYS1jZW50cmFsIiwiY2VudHJhbGx5IiwiY2VudHJhbGl6ZWQiLCJkZWNlbnRyYWxpemF0aW9uIl0=, https://www.infrapedia.com/subsea-cable/indigo-central",Indigo West,"Alexandria, Australia","Perth, Australia",,,,,,,,,,,,,,,,,,,,,"Alexandria, Australia; Perth, Australia",4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indigo-west,"Australia's Academic and Research Network (AARNET), Google, Indosat Ooredoo, Singtel, Superloop, Telstra","BSO Network Solutions, Global Secure Layer",4600,"https://www.submarinecablemap.com/submarine-cable/indigo-west, https://www.submarinenetworks.com/en/systems/asia-australia/indigo/indigo-west-cable-lands-in-perth?highlight=WyJpbmRpZ28td2VzdCIsImluZGlnbyIsImluZGlnbydzIiwid2VzdGVybiIsImxvd2VzdCIsIndlc3QiLCJpbmRpZ28td2VzdCIsIndlc3R3YXJkcyIsInVzYS13ZXN0Iiwibm9ydGhlYXN0LXNvdXRoZWFzdC1zb3V0aHdlc3QiXQ==, https://www.infrapedia.com/subsea-cable/indigo-west",Indigo Central,"Perth, Australia","Jakarta, Indonesia","Tuas, Singapore",,,,,,,,,,,,,,,,,,,,"Perth, Australia; Jakarta, Indonesia",,,"[Perth, Australia; Jakarta, Indonesia]; Tuas, Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indonesia-global-gateway-igg-system,"Telin, Telkom Indonesia",,5300,"https://www.infrapedia.com/subsea-cable/indonesia-global-gateway-igg-system, https://www.submarinecablemap.com/submarine-cable/indonesia-global-gateway-igg-system, https://www.submarinenetworks.com/en/systems/intra-asia/igg","SEA-US, seamewe-5","Bali, Indonesia","Balikpapan, Indonesia","Batam, Indonesia","Dumai, Indonesia","Jakarta, Indonesia","Madura, Indonesia","Makassar, Indonesia","Manado, Indonesia","Tarakan, Indonesia","Tuas, Singapore",,,,,,,,,,,,,"Manado, Indonesia; Batam, Indonesia",,,"[Manado, Indonesia; Batam, Indonesia]; Tarakan, Indonesia",,,"[Manado, Indonesia; Batam, Indonesia]; Balikpapan, Indonesia",,"[Manado, Indonesia; Batam, Indonesia]; Makassar, Indonesia",,,"[Manado, Indonesia; Batam, Indonesia]; Bali, Indonesia",,,"[Manado, Indonesia; Batam, Indonesia]; Madura, Indonesia",,,"[Manado, Indonesia; Batam, Indonesia]; Jakarta, Indonesia",,,"Tuas, Singapore; Dumai, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ingrid,Channel Islands Electricity Grid (CIEG),JT Global (Jersey Telecom),64,"https://www.submarinecablemap.com/submarine-cable/ingrid, https://www.infrapedia.com/subsea-cable/ingrid",No,"Surville, France","Havelet Bay, Guernsey","Archirondel, Jersey","Greve de Lecq, Jersey",,,,,,,,,,,,,,,,,,,"Surville, France; Archirondel, Jersey",,,"Havelet Bay, Guernsey; Greve de Lecq, Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interchange-cable-network-1-icn1,Interchange Limited,,1259,"https://www.infrapedia.com/subsea-cable/interchange-cable-network-1-icn1, https://www.submarinecablemap.com/submarine-cable/interchange-cable-network-1-icn1",No,"Suva, Fiji","Port Vila, Vanuatu",,,,,,,,,,,,,,,,,,,,,"Suva, Fiji; Port Vila, Vanuatu",1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ionian,"IslaLink, Elettra, Orange",EXA Infrastructure,320,"https://www.submarinecablemap.com/submarine-cable/ionian, https://www.submarinenetworks.com/en/systems/intra-europe/ionian?highlight=WyJpb25pYW4iXQ==, https://www.infrapedia.com/subsea-cable/ionian",No,"Preveza, Greece","Crotone, Italy",,,,,,,,,,,,,,,,,,,,,"Preveza, Greece; Crotone, Italy",320,25?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ip-only-denmark-sweden,GlobalConnect Group,,39,https://www.infrapedia.com/subsea-cable/ip-only-denmark-sweden,No,"Brondby, Denmark","Klagshamn, Sweden",,,,,,,,,,,,,,,,,,,,,"Brondby, Denmark; Klagshamn, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iris,Farice,"Simnet, Siminn",1770,"https://www.infrapedia.com/subsea-cable/iris-cable-system-ireland-iceland, https://www.submarinenetworks.com/en/systems/intra-europe/iris?highlight=WyJpcmlzaCIsImtpcmliYXRpIiwiZW1pcmkiLCJtaXJpIiwiaXJpcyIsImlyaXgiLCJtdW50aGlyaXlhaCIsInNhYmlyaW4iLCJraGFpcmkiLCJzaXJpd2FyZGVuYSJd, https://www.submarinecablemap.com/submarine-cable/iris",No,"Thorlakshofn, Iceland","Galway, Ireland",,,,,,,,,,,,,,,,,,,,,"Thorlakshofn, Iceland; Galway, Ireland",1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isles-of-scilly-cable,BT,,60,"https://www.submarinecablemap.com/submarine-cable/isles-of-scilly-cable, https://www.infrapedia.com/subsea-cable/isles-of-scilly-cable",No,"Porthcressa Beach, United Kingdom","Porthcurno, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Porthcressa Beach, United Kingdom; Porthcurno, United Kingdom",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-albania,"ALBtelecom, Telecom italia Sparkle",,240,"https://www.submarinecablemap.com/submarine-cable/italy-albania, https://www.submarinenetworks.com/en/systems/intra-europe/italy-albania?highlight=WyJpdGFseS1hbGJhbmlhIl0=, https://www.infrapedia.com/subsea-cable/italy-albania",No,"Durres, Albania","Bari, Italy",,,,,,,,,,,,,,,,,,,,,"Durres, Albania; Bari, Italy",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-croatia,"Hrvatski Telekom, Telecom italia Sparkle",,230,"https://www.submarinecablemap.com/submarine-cable/italy-croatia, https://www.infrapedia.com/subsea-cable/italy-croatia",No,"Umag, Croatia","Mestre, Italy",,,,,,,,,,,,,,,,,,,,,"Umag, Croatia; Mestre, Italy",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-greece-1,WIS Telecom,,169,"https://www.submarinecablemap.com/submarine-cable/italy-greece-1-ig-1, https://www.submarinenetworks.com/en/systems/intra-europe/ig1?highlight=WyJncmVlY2UiLCJpdGFseS1ncmVlY2UiLCJncmVlY2UncyIsImdyZWVjZS1zYXVkaSJd, https://www.infrapedia.com/subsea-cable/italy-greece-1-ig-1",No,"Aethos, Greece","Otranto, Italy",,,,,,,,,,,,,,,,,,,,,"Aethos, Greece; Otranto, Italy",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-libya,"Libya International Telecommunications Company, Telecom italia Sparkle",,570,"https://www.submarinecablemap.com/submarine-cable/italy-libya, https://www.infrapedia.com/subsea-cable/italy-libya",No,"Mazara del Vallo, Italy","Tripoli, Libya",,,,,,,,,,,,,,,,,,,,,"Mazara del Vallo, Italy; Tripoli, Libya",570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-malta,"GO plc, Telecom Italia Sparkle",,234,"https://www.infrapedia.com/subsea-cable/italy-malta, https://www.submarinecablemap.com/submarine-cable/italy-malta, https://www.submarinenetworks.com/en/stations/europe/malta?highlight=WyJpdGFseS1tYWx0YSJd",No,"Catania, Italy","Msida, Malta",,,,,,,,,,,,,,,,,,,,,"Catania, Italy; Msida, Malta",238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
italy-monaco,"Monaco Telecom, Telecom Italia Sparkle",,162,"https://www.infrapedia.com/subsea-cable/italy-monaco, https://www.submarinecablemap.com/submarine-cable/italy-monaco",No,"Monte Carlo, Monaco","Savona, Italy",,,,,,,,,,,,,,,,,,,,,"Monte Carlo, Monaco; Savona, Italy",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ixchel,Telmex,,20,"https://www.infrapedia.com/subsea-cable/ixchel, https://www.submarinecablemap.com/submarine-cable/ixchel",No,Isla de Cozumel,"MXPlaya del Carmen, MX",,,,,,,,,,,,,,,,,,,,,"Isla de Cozumel MX; Playa del Carmen, MX",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaka2ladema,Telkom Indonesia,,1800,"https://www.infrapedia.com/subsea-cable/jaka2ladema, https://www.submarinecablemap.com/submarine-cable/jaka2ladema",No,"Banjarmasin, Indonesia","Beculuk, Indonesia","Denpasar, Indonesia","Gianyar, Indonesia","Ketapang, Indonesia","Mataram, Indonesia","Pankalan, Indonesia","Pontianak, Indonesia","Sangata, Indonesia","Toweli, Indonesia",,,,,,,,,,,,,"Banjarmasin, Indonesia; Pontianak, Indonesia",,,"[Banjarmasin, Indonesia; Pontianak, Indonesia]; Pankalan, Indonesia",,,"[Banjarmasin, Indonesia; Pontianak, Indonesia]; Ketapang, Indonesia",,"Toweli, Indonesia; Sangata, Indonesia",,,"Mataram, Indonesia; Gianyar, Indonesia",,,"Denpasar, Indonesia; Beculuk, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jakabare,Indosat Ooredoo,,1330,"https://www.submarinecablemap.com/submarine-cable/jakabare, https://www.infrapedia.com/subsea-cable/jakabare",No,"Sungai Kakap, Indonesia","Tanjung Bemban, Indonesia","Tanjung Pakis, Indonesia","Changi North, Singapore",,,,,,,,,,,,,,,,,,,"Tanjung Pakis, Indonesia; Changi North, Singapore",,,"[Tanjung Pakis, Indonesia; Changi North, Singapore]; Tanjung Bemban, Indonesia",,,"[Tanjung Pakis, Indonesia; Changi North, Singapore]; Sungai Kakap, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
