Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
kumul-domestic-submarine-cable-system,PNG DataCo Limited,,5457,"https://www.submarinecablemap.com/submarine-cable/kumul-domestic-submarine-cable-system, https://www.infrapedia.com/subsea-cable/kumul-domestic-submarine-cable-system",No,"Jayapura, Indonesia","Alotau, Papua New Guinea","Arawa, Papua New Guinea","Daru, Papua New Guinea","Kavieng, Papua New Guinea","Kerema, Papua New Guinea","Kimbe, Papua New Guinea","Kokopo, Papua New Guinea","Lae, Papua New Guinea","Lorengau, Papua New Guinea","Madang, Papua New Guinea","Popondetta, Papua New Guinea","Port Moresby, Papua New Guinea","Vanimo, Papua New Guinea","Wewak, Papua New Guinea",,,,,,,,"Arawa, Papua New Guinea; Madang, Papua New Guinea",,,"[Arawa, Papua New Guinea; Madang, Papua New Guinea]; Kokopo, Papua New Guinea",,,"[Arawa, Papua New Guinea; Madang, Papua New Guinea]; Kavieng, Papua New Guinea",,"[Arawa, Papua New Guinea; Madang, Papua New Guinea]; Kimbe, Papua New Guinea",,,"Madang, Papua New Guinea; Jayapura, Indonesia",,,"[Madang, Papua New Guinea; Jayapura, Indonesia]; Lorengau, Papua New Guinea",,,"[Madang, Papua New Guinea; Jayapura, Indonesia]; Wewak, Papua New Guinea",,,"[Madang, Papua New Guinea; Jayapura, Indonesia]; Vanimo, Papua New Guinea",,,"Madang, Papua New Guinea; Port Moresby, Papua New Guinea",,,"[Madang, Papua New Guinea; Port Moresby, Papua New Guinea]; Lae, Papua New Guinea",,,"[Madang, Papua New Guinea; Port Moresby, Papua New Guinea]; Popondetta, Papua New Guinea",,,"[Madang, Papua New Guinea; Port Moresby, Papua New Guinea]; Alotau, Papua New Guinea",,,"Port Moresby, Papua New Guinea; Daru, Papua New Guinea",,,"[Port Moresby, Papua New Guinea; Daru, Papua New Guinea]; Kerema, Papua New Guinea",,,,,,,,,,,,,,
kupang-alor-cable-systems,Moratelindo,,273,"https://www.infrapedia.com/subsea-cable/kupang-alor-cable-systems
https://www.submarinecablemap.com/submarine-cable/kupang-alor-cable-systems",No,"Alor, Indonesia","Kupang, Indonesia",,,,,,,,,,,,,,,,,,,,,"Alor, Indonesia; Kupang, Indonesia",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuwait-iran,"Kuwait Ministry of Communications, Telecommunication Infrastructure Company of Iran",,380,"https://www.infrapedia.com/subsea-cable/kuwait-iran
https://www.submarinecablemap.com/submarine-cable/kuwait-iran",No,"Ganaveh, Iran","Khark Island, Iran","Soroosh Platform, Iran","Kuwait City, Kuwait",,,,,,,,,,,,,,,,,,,"Ganaveh, Iran;",,,"[Ganaveh, Iran; Kuwait City, Kuwait]; Khark Island, Iran",,,"[Ganaveh, Iran; Kuwait City, Kuwait]; Soroosh Platform, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-gomera-el-hierro,Telefonica,,145,"https://www.infrapedia.com/subsea-cable/la-gomera-el-hierro
https://www.submarinecablemap.com/submarine-cable/la-gomera-el-hierro",,"San Sebastian de la Gomera, Canary Islands, Spain","Valverde, Canary Islands, Spain",,,,,,,,,,,,,,,,,,,,,"San Sebastian de la Gomera, Canary Islands, Spain; Valverde, Canary Islands, Spain",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labuan-brunei-submarine-cable,Common Tower Technologies Sdn Bhd,,52,"https://www.infrapedia.com/subsea-cable/labuan-brunei-submarine-cable
https://www.submarinecablemap.com/submarine-cable/labuan-brunei-submarine-cable",No,"Tungku, Brunei","Kiamsam, Malaysia",,,,,,,,,,,,,,,,,,,,,"Tungku, Brunei; Kiamsam, Malaysia",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanis-1,Vodafone Carrier Services,,113,"https://www.infrapedia.com/subsea-cable/lanis-1
https://www.submarinecablemap.com/submarine-cable/lanis-1",No,"Port Grenaugh, Isle of Man","Blackpool, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Port Grenaugh, Isle of Man; Blackpool, United Kingdom",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanis-2,Vodafone Carrier Services,,68,"https://www.infrapedia.com/subsea-cable/lanis-2
https://www.submarinecablemap.com/submarine-cable/lanis-2",No,"Peel, Isle of Man","Ballywater, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Peel, Isle of Man; Ballywater, United Kingdom",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanis-3,Vodafone Carrier Services,,122,"https://www.infrapedia.com/subsea-cable/lanis-3
https://www.submarinecablemap.com/submarine-cable/lanis-3",No,"Troon, United Kingdom","Whitehead, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Troon, United Kingdom; Whitehead, United Kingdom",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latvia-sweden-1-lv-se-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leif-erikson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lev-submarine-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lfon-libyan-fiber-optic-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libreville-port-gentil-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-1-phase-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-1-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-2-phase-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-2-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-3-phase-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-3-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-4-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-5-phase-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lower-indian-ocean-network-2-lion2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lower-indian-ocean-network-lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luwuk-tutuyan-cable-system-ltcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lynn-canal-fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mainone,,Tata Communications,,https://www.tatacommunications.com/map/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia-cambodia-thailand-mct-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malbec,,,,https://www.submarinenetworks.com/en/systems/brazil-us/malbec/globenet-extends-malbec-cable-system-to-equinix-sp2-sp4-in-sao-paulo-s,globenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maldives-sri-lanka-cable-msc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta-gozo-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malta-italy-interconnector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manatua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mandji-fiber-optic-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marea,,"Zayo, Telxius",,"https://go.zayo.com/Zayo_Network_Capabilities_Mapbook, https://telxius.com/en/our-network/marea/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mariana-guam-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroc-telecom-west-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mataram-kupang-cable-system-mkcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matrix-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mauritius-and-rodrigues-submarine-cable-system-mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-cable-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mednautilus-submarine-system,,Sparkle,,https://www.globalbackbone.tisparkle.com/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medusa-submarine-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melita-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meltingpot-indianoceanic-submarine-system-metiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mid-atlantic-crossing-mac,,,,https://www.submarinenetworks.com/en/systems/brazil-us/southern-caribbean-fiber,southern-caribbean-fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
middle-east-north-africa-mena-cable-systemgulf-bridge-international,,Sparkle,,"https://www.submarinenetworks.com/en/systems/asia-europe-africa/gbi, https://www.submarinenetworks.com/en/systems/asia-europe-africa/mena, https://www.globalbackbone.tisparkle.com/#",gulf-bridge-international-cable-system-gbicsmiddle-east-north-africa-mena-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minoas-east-and-west,Grid Telecom,,270,https://www.submarinecablemap.com/submarine-cable/minoas-east-and-west,-,"Neapoli, Greece","Nopigeia, Greece",,,,,,,,,,,,,,,,,,,,,"Neapoli, Greece; Nopigeia, Greece",135,,"Nopigeia, Greece; Neapoli, Greece",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mist,Orient Link,NTT,8100,"https://www.submarinecablemap.com/submarine-cable/mist, https://www.submarinenetworks.com/en/systems/intra-asia/mist",-,"Chennai, India","Mumbai, India","Morib, Malaysia","Tuas, Singapore","Satun, Thailand","Letkokkon, Myanmar",,,,,,,,,,,,,,,,,"Mumbai, India; Tuas, Singapore",,,"[Mumbai, India; Tuas, Singapore]; Chennai, India",,,"[Mumbai, India; Tuas, Singapore]; Letkokkon, Myanmar",,"[Mumbai, India; Tuas, Singapore]; Satun, Thailand",,,"[Mumbai, India; Tuas, Singapore]; Morib, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazaki-okinawa-cable-moc,KDDI,,,https://www.submarinecablemap.com/submarine-cable/miyazaki-okinawa-cable-moc,-,"Miyazaki, Japan","Naha, Japan",,,,,,,,,,,,,,,,,,,,,"Miyazaki, Japan; Naha, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monet,"Algar Telecom, Angola Cables, Antel Uruguay, Google","Sparkle, Cogent",10556,"https://www.submarinecablemap.com/submarine-cable/monet, https://www.submarinenetworks.com/en/systems/brazil-africa/sacs/angola-cables-activates-direct-optical-connection-on-sacs-and-monet,south-atlantic-cable-system-sacs, https://www.globalbackbone.tisparkle.com/#","south-atlantic-cable-system-sacs, tannat","Boca Raton, FL, US","Fortaleza, Brazil","Santos, Brazil",,,,,,,,,,,,,,,,,,,,"Boca Raton, FL, US; Fortaleza, Brazil",,,"Fortaleza, Brazil; Santos, Brazil",,,"Boca Raton, FL, US; Santos, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moratelindo-international-cable-system-1-mic-1,Moratelindo,,70,https://www.submarinecablemap.com/submarine-cable/moratelindo-international-cable-system-1-mic-1,,"Batam, Indonesia","Changi North, Singapore",,,,,,,,,,,,,,,,,,,,,"Batam, Indonesia; Changi North, Singapore",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n0r5ke-viking,NOR5KE Fibre AS,,810,https://www.infrapedia.com/subsea-cable/n0r5ke-viking,,"Andalsnes, Norway","Bergen, Norway","Brekstad, Norway","Equinor Tjeldbergodden, Norway","FlorÃ¸, Norway","Herlandsvika, Norway","Hyllestad, Norway","Kristiansund, Norway","Lefdal, Norway","Molde, Norway","Sture, Norway","Trondheim, Norway","Ã…heim, Norway","Ã…lesund, Norway",,,,,,,,,"Bergen, Norway; Sture, Norway",,,"Sture, Norway; Hyllestad, Norway",,,"Hyllestad, Norway; FlorÃ¸, Norway",,"FlorÃ¸, Norway; Lefdal, Norway",,,"Lefdal, Norway; Ã…heim, Norway",,,"Ã…heim, Norway; Ã…lesund, Norway",,,"Ã…lesund, Norway; Herlandsvika, Norway",,,"Herlandsvika, Norway; Molde, Norway",,,"Molde, Norway; Kristiansund, Norway",,,"Kristiansund, Norway; Equinor Tjeldbergodden, Norway",,,"Equinor Tjeldbergodden, Norway; Trondheim, Norway",,,"[Equinor Tjeldbergodden, Norway; Trondheim, Norway]; Brekstad, Norway",,,,,,,,,,,,,,,,,,,,
